week_start_date,week_end_date,participants_n,tubes_n,positive_tubes_n,inconclusive_tubes_n,pct_positive,pct_positive_status
2021-06-28,2021-07-04,105,374,2,0,0,ok
2021-07-05,2021-07-11,,,,,,not_available
2021-07-12,2021-07-18,,,,,,not_available
2021-07-19,2021-07-25,,,,,,not_available
2021-07-26,2021-08-01,85,322,0,0,0,ok
